franchise_id,team_id,year_id,team_name,league,division,number_of_games,wins,losses,ties,winning_percentage,finish,playoff_result
ATL,ATL,2026,Atlanta Braves,NL,East,111,66,45,0,.595,1st of 5,
ATL,ATL,2025,Atlanta Braves,NL,East,162,76,86,0,.469,4th of 5,
ATL,ATL,2024,Atlanta Braves,NL,East,162,89,73,0,.549,2nd of 5,Lost NLWC (2-0)
ATL,ATL,2023,Atlanta Braves,NL,East,162,104,58,0,.642,1st of 5,Lost NLDS (3-1)
ATL,ATL,2022,Atlanta Braves,NL,East,162,101,61,0,.623,1st of 5,Lost NLDS (3-1)
ATL,ATL,2021,Atlanta Braves,NL,East,161,88,73,0,.547,1st of 5,Won WS (4-2)
ATL,ATL,2020,Atlanta Braves,NL,East,60,35,25,0,.583,1st of 5,Lost NLCS (4-3)
ATL,ATL,2019,Atlanta Braves,NL,East,162,97,65,0,.599,1st of 5,Lost NLDS (3-2)
ATL,ATL,2018,Atlanta Braves,NL,East,162,90,72,0,.556,1st of 5,Lost NLDS (3-1)
ATL,ATL,2017,Atlanta Braves,NL,East,162,72,90,0,.444,3rd of 5,
ATL,ATL,2016,Atlanta Braves,NL,East,161,68,93,0,.422,5th of 5,
ATL,ATL,2015,Atlanta Braves,NL,East,162,67,95,0,.414,4th of 5,
ATL,ATL,2014,Atlanta Braves,NL,East,162,79,83,0,.488,2nd of 5,
ATL,ATL,2013,Atlanta Braves,NL,East,162,96,66,0,.593,1st of 5,Lost NLDS (3-1)
ATL,ATL,2012,Atlanta Braves,NL,East,162,94,68,0,.580,2nd of 5,Lost NLWC (1-0)
ATL,ATL,2011,Atlanta Braves,NL,East,162,89,73,0,.549,2nd of 5,
ATL,ATL,2010,Atlanta Braves,NL,East,162,91,71,0,.562,2nd of 5,Lost NLDS (3-1)
ATL,ATL,2009,Atlanta Braves,NL,East,162,86,76,0,.531,3rd of 5,
ATL,ATL,2008,Atlanta Braves,NL,East,162,72,90,0,.444,4th of 5,
ATL,ATL,2007,Atlanta Braves,NL,East,162,84,78,0,.519,3rd of 5,
ATL,ATL,2006,Atlanta Braves,NL,East,162,79,83,0,.488,3rd of 5,
ATL,ATL,2005,Atlanta Braves,NL,East,162,90,72,0,.556,1st of 5,Lost NLDS (3-1)
ATL,ATL,2004,Atlanta Braves,NL,East,162,96,66,0,.593,1st of 5,Lost NLDS (3-2)
ATL,ATL,2003,Atlanta Braves,NL,East,162,101,61,0,.623,1st of 5,Lost NLDS (3-2)
ATL,ATL,2002,Atlanta Braves,NL,East,161,101,59,1,.631,1st of 5,Lost NLDS (3-2)
ATL,ATL,2001,Atlanta Braves,NL,East,162,88,74,0,.543,1st of 5,Lost NLCS (4-1)
ATL,ATL,2000,Atlanta Braves,NL,East,162,95,67,0,.586,1st of 5,Lost NLDS (3-0)
ATL,ATL,1999,Atlanta Braves,NL,East,162,103,59,0,.636,1st of 5,Lost WS (4-0)
ATL,ATL,1998,Atlanta Braves,NL,East,162,106,56,0,.654,1st of 5,Lost NLCS (4-2)
ATL,ATL,1997,Atlanta Braves,NL,East,162,101,61,0,.623,1st of 5,Lost NLCS (4-2)
ATL,ATL,1996,Atlanta Braves,NL,East,162,96,66,0,.593,1st of 5,Lost WS (4-2)
ATL,ATL,1995,Atlanta Braves,NL,East,144,90,54,0,.625,1st of 5,Won WS (4-2)
ATL,ATL,1994,Atlanta Braves,NL,East,114,68,46,0,.596,2nd of 5,
ATL,ATL,1993,Atlanta Braves,NL,West,162,104,58,0,.642,1st of 7,Lost NLCS (4-2)
ATL,ATL,1992,Atlanta Braves,NL,West,162,98,64,0,.605,1st of 6,Lost WS (4-2)
ATL,ATL,1991,Atlanta Braves,NL,West,162,94,68,0,.580,1st of 6,Lost WS (4-3)
ATL,ATL,1990,Atlanta Braves,NL,West,162,65,97,0,.401,6th of 6,
ATL,ATL,1989,Atlanta Braves,NL,West,161,63,97,1,.394,6th of 6,
ATL,ATL,1988,Atlanta Braves,NL,West,160,54,106,0,.338,6th of 6,
ATL,ATL,1987,Atlanta Braves,NL,West,161,69,92,0,.429,5th of 6,
ATL,ATL,1986,Atlanta Braves,NL,West,161,72,89,0,.447,6th of 6,
ATL,ATL,1985,Atlanta Braves,NL,West,162,66,96,0,.407,5th of 6,
ATL,ATL,1984,Atlanta Braves,NL,West,162,80,82,0,.494,2nd of 6,
ATL,ATL,1983,Atlanta Braves,NL,West,162,88,74,0,.543,2nd of 6,
ATL,ATL,1982,Atlanta Braves,NL,West,162,89,73,0,.549,1st of 6,Lost NLCS (3-0)
ATL,ATL,1981,Atlanta Braves,NL,West,107,50,56,1,.472,5th of 6,
ATL,ATL,1980,Atlanta Braves,NL,West,161,81,80,0,.503,4th of 6,
ATL,ATL,1979,Atlanta Braves,NL,West,160,66,94,0,.413,6th of 6,
ATL,ATL,1978,Atlanta Braves,NL,West,162,69,93,0,.426,6th of 6,
ATL,ATL,1977,Atlanta Braves,NL,West,162,61,101,0,.377,6th of 6,
ATL,ATL,1976,Atlanta Braves,NL,West,162,70,92,0,.432,6th of 6,
ATL,ATL,1975,Atlanta Braves,NL,West,161,67,94,0,.416,5th of 6,
ATL,ATL,1974,Atlanta Braves,NL,West,163,88,74,1,.543,3rd of 6,
ATL,ATL,1973,Atlanta Braves,NL,West,162,76,85,1,.472,5th of 6,
ATL,ATL,1972,Atlanta Braves,NL,West,155,70,84,1,.455,4th of 6,
ATL,ATL,1971,Atlanta Braves,NL,West,162,82,80,0,.506,3rd of 6,
ATL,ATL,1970,Atlanta Braves,NL,West,162,76,86,0,.469,5th of 6,
ATL,ATL,1969,Atlanta Braves,NL,West,162,93,69,0,.574,1st of 6,Lost NLCS (3-0)
ATL,ATL,1968,Atlanta Braves,NL,,163,81,81,1,.500,5th of 10,
ATL,ATL,1967,Atlanta Braves,NL,,162,77,85,0,.475,7th of 10,
ATL,ATL,1966,Atlanta Braves,NL,,163,85,77,1,.525,5th of 10,
ATL,MLN,1965,Milwaukee Braves,NL,,162,86,76,0,.531,5th of 10,
ATL,MLN,1964,Milwaukee Braves,NL,,162,88,74,0,.543,5th of 10,
ATL,MLN,1963,Milwaukee Braves,NL,,163,84,78,1,.519,6th of 10,
ATL,MLN,1962,Milwaukee Braves,NL,,162,86,76,0,.531,5th of 10,
ATL,MLN,1961,Milwaukee Braves,NL,,155,83,71,1,.539,4th of 8,
ATL,MLN,1960,Milwaukee Braves,NL,,154,88,66,0,.571,2nd of 8,
ATL,MLN,1959,Milwaukee Braves,NL,,157,86,70,1,.551,2nd of 8,
ATL,MLN,1958,Milwaukee Braves,NL,,154,92,62,0,.597,1st of 8,Lost WS (4-3)
ATL,MLN,1957,Milwaukee Braves,NL,,155,95,59,1,.617,1st of 8,Won WS (4-3)
ATL,MLN,1956,Milwaukee Braves,NL,,155,92,62,1,.597,2nd of 8,
ATL,MLN,1955,Milwaukee Braves,NL,,154,85,69,0,.552,2nd of 8,
ATL,MLN,1954,Milwaukee Braves,NL,,154,89,65,0,.578,3rd of 8,
ATL,MLN,1953,Milwaukee Braves,NL,,157,92,62,3,.597,2nd of 8,
ATL,BSN,1952,Boston Braves,NL,,155,64,89,2,.418,7th of 8,
ATL,BSN,1951,Boston Braves,NL,,155,76,78,1,.494,4th of 8,
ATL,BSN,1950,Boston Braves,NL,,156,83,71,2,.539,4th of 8,
ATL,BSN,1949,Boston Braves,NL,,157,75,79,3,.487,4th of 8,
ATL,BSN,1948,Boston Braves,NL,,154,91,62,1,.595,1st of 8,Lost WS (4-2)
ATL,BSN,1947,Boston Braves,NL,,154,86,68,0,.558,3rd of 8,
ATL,BSN,1946,Boston Braves,NL,,154,81,72,1,.529,4th of 8,
ATL,BSN,1945,Boston Braves,NL,,154,67,85,2,.441,6th of 8,
ATL,BSN,1944,Boston Braves,NL,,155,65,89,1,.422,6th of 8,
ATL,BSN,1943,Boston Braves,NL,,153,68,85,0,.444,6th of 8,
ATL,BSN,1942,Boston Braves,NL,,150,59,89,2,.399,7th of 8,
ATL,BSN,1941,Boston Braves,NL,,156,62,92,2,.403,7th of 8,
ATL,BSN,1940,Boston Bees,NL,,152,65,87,0,.428,7th of 8,
ATL,BSN,1939,Boston Bees,NL,,152,63,88,1,.417,7th of 8,
ATL,BSN,1938,Boston Bees,NL,,153,77,75,1,.507,5th of 8,
ATL,BSN,1937,Boston Bees,NL,,152,79,73,0,.520,5th of 8,
ATL,BSN,1936,Boston Bees,NL,,157,71,83,3,.461,6th of 8,
ATL,BSN,1935,Boston Braves,NL,,153,38,115,0,.248,8th of 8,
ATL,BSN,1934,Boston Braves,NL,,152,78,73,1,.517,4th of 8,
ATL,BSN,1933,Boston Braves,NL,,156,83,71,2,.539,4th of 8,
ATL,BSN,1932,Boston Braves,NL,,155,77,77,1,.500,5th of 8,
ATL,BSN,1931,Boston Braves,NL,,156,64,90,2,.416,7th of 8,
ATL,BSN,1930,Boston Braves,NL,,154,70,84,0,.455,6th of 8,
ATL,BSN,1929,Boston Braves,NL,,154,56,98,0,.364,8th of 8,
ATL,BSN,1928,Boston Braves,NL,,153,50,103,0,.327,7th of 8,
ATL,BSN,1927,Boston Braves,NL,,155,60,94,1,.390,7th of 8,
ATL,BSN,1926,Boston Braves,NL,,153,66,86,1,.434,7th of 8,
ATL,BSN,1925,Boston Braves,NL,,153,70,83,0,.458,5th of 8,
ATL,BSN,1924,Boston Braves,NL,,154,53,100,1,.346,8th of 8,
ATL,BSN,1923,Boston Braves,NL,,155,54,100,1,.351,7th of 8,
ATL,BSN,1922,Boston Braves,NL,,154,53,100,1,.346,8th of 8,
ATL,BSN,1921,Boston Braves,NL,,153,79,74,0,.516,4th of 8,
ATL,BSN,1920,Boston Braves,NL,,153,62,90,1,.408,7th of 8,
ATL,BSN,1919,Boston Braves,NL,,140,57,82,1,.410,6th of 8,
ATL,BSN,1918,Boston Braves,NL,,124,53,71,0,.427,7th of 8,
ATL,BSN,1917,Boston Braves,NL,,157,72,81,4,.471,6th of 8,
ATL,BSN,1916,Boston Braves,NL,,158,89,63,6,.586,3rd of 8,
ATL,BSN,1915,Boston Braves,NL,,157,83,69,5,.546,2nd of 8,
ATL,BSN,1914,Boston Braves,NL,,158,94,59,5,.614,1st of 8,Won WS (4-0)
ATL,BSN,1913,Boston Braves,NL,,154,69,82,3,.457,5th of 8,
ATL,BSN,1912,Boston Braves,NL,,155,52,101,2,.340,8th of 8,
ATL,BSN,1911,Boston,NL,,156,44,107,5,.291,8th of 8,
ATL,BSN,1910,Boston Doves,NL,,157,53,100,4,.346,8th of 8,
ATL,BSN,1909,Boston Doves,NL,,155,45,108,2,.294,8th of 8,
ATL,BSN,1908,Boston Doves,NL,,156,63,91,2,.409,6th of 8,
ATL,BSN,1907,Boston Doves,NL,,152,58,90,4,.392,7th of 8,
ATL,BSN,1906,Boston Nationals,NL,,152,49,102,1,.325,8th of 8,
ATL,BSN,1905,Boston Nationals,NL,,156,51,103,2,.331,7th of 8,
ATL,BSN,1904,Boston Nationals,NL,,155,55,98,2,.359,7th of 8,
ATL,BSN,1903,Boston Nationals,NL,,140,58,80,2,.420,6th of 8,
ATL,BSN,1902,Boston Nationals,NL,,142,73,64,5,.533,3rd of 8,
ATL,BSN,1901,Boston Nationals,NL,,140,69,69,2,.500,5th of 8,
ATL,BSN,1900,Boston,NL,,142,66,72,4,.478,4th of 8,
ATL,BSN,1899,Boston,NL,,153,95,57,1,.625,2nd of 12,
ATL,BSN,1898,Boston,NL,,152,102,47,3,.685,1st of 12,
ATL,BSN,1897,Boston,NL,,135,93,39,3,.705,1st of 12,
ATL,BSN,1896,Boston,NL,,132,74,57,1,.565,4th of 12,
ATL,BSN,1895,Boston,NL,,133,71,60,2,.542,6th of 12,
ATL,BSN,1894,Boston,NL,,133,83,49,1,.629,3rd of 12,
ATL,BSN,1893,Boston,NL,,131,86,43,2,.667,1st of 12,
ATL,BSN,1892,Boston,NL,,152,102,48,2,.680,1st of 12,Won WS (5-0-1)
ATL,BSN,1891,Boston,NL,,140,87,51,2,.630,1st of 8,
ATL,BSN,1890,Boston,NL,,134,76,57,1,.571,5th of 8,
ATL,BSN,1889,Boston,NL,,133,83,45,5,.648,2nd of 8,
ATL,BSN,1888,Boston,NL,,137,70,64,3,.522,4th of 8,
ATL,BSN,1887,Boston,NL,,127,61,60,6,.504,5th of 8,
ATL,BSN,1886,Boston,NL,,118,56,61,1,.479,5th of 8,
ATL,BSN,1885,Boston,NL,,113,46,66,1,.411,5th of 8,
ATL,BSN,1884,Boston,NL,,116,73,38,5,.658,2nd of 8,
ATL,BSN,1883,Boston,NL,,98,63,35,0,.643,1st of 8,
ATL,BSN,1882,Boston,NL,,85,45,39,1,.536,3rd of 8,
ATL,BSN,1881,Boston,NL,,83,38,45,0,.458,6th of 8,
ATL,BSN,1880,Boston,NL,,86,40,44,2,.476,6th of 8,
ATL,BSN,1879,Boston,NL,,84,54,30,0,.643,2nd of 8,
ATL,BSN,1878,Boston,NL,,60,41,19,0,.683,1st of 6,
ATL,BSN,1877,Boston,NL,,61,42,18,1,.700,1st of 6,
ATL,BSN,1876,Boston Reds,NL,,70,39,31,0,.557,4th of 8,
PHI,PHI,2026,Philadelphia Phillies,NL,East,111,58,53,0,.523,2nd of 5,
PHI,PHI,2025,Philadelphia Phillies,NL,East,162,96,66,0,.593,1st of 5,Lost NLDS (3-1)
PHI,PHI,2024,Philadelphia Phillies,NL,East,162,95,67,0,.586,1st of 5,Lost NLDS (3-1)
PHI,PHI,2023,Philadelphia Phillies,NL,East,162,90,72,0,.556,2nd of 5,Lost NLCS (4-3)
PHI,PHI,2022,Philadelphia Phillies,NL,East,162,87,75,0,.537,3rd of 5,Lost WS (4-2)
PHI,PHI,2021,Philadelphia Phillies,NL,East,162,82,80,0,.506,2nd of 5,
PHI,PHI,2020,Philadelphia Phillies,NL,East,60,28,32,0,.467,3rd of 5,
PHI,PHI,2019,Philadelphia Phillies,NL,East,162,81,81,0,.500,4th of 5,
PHI,PHI,2018,Philadelphia Phillies,NL,East,162,80,82,0,.494,3rd of 5,
PHI,PHI,2017,Philadelphia Phillies,NL,East,162,66,96,0,.407,5th of 5,
PHI,PHI,2016,Philadelphia Phillies,NL,East,162,71,91,0,.438,4th of 5,
PHI,PHI,2015,Philadelphia Phillies,NL,East,162,63,99,0,.389,5th of 5,
PHI,PHI,2014,Philadelphia Phillies,NL,East,162,73,89,0,.451,5th of 5,
PHI,PHI,2013,Philadelphia Phillies,NL,East,162,73,89,0,.451,4th of 5,
PHI,PHI,2012,Philadelphia Phillies,NL,East,162,81,81,0,.500,3rd of 5,
PHI,PHI,2011,Philadelphia Phillies,NL,East,162,102,60,0,.630,1st of 5,Lost NLDS (3-2)
PHI,PHI,2010,Philadelphia Phillies,NL,East,162,97,65,0,.599,1st of 5,Lost NLCS (4-2)
PHI,PHI,2009,Philadelphia Phillies,NL,East,162,93,69,0,.574,1st of 5,Lost WS (4-2)
PHI,PHI,2008,Philadelphia Phillies,NL,East,162,92,70,0,.568,1st of 5,Won WS (4-1)
PHI,PHI,2007,Philadelphia Phillies,NL,East,162,89,73,0,.549,1st of 5,Lost NLDS (3-0)
PHI,PHI,2006,Philadelphia Phillies,NL,East,162,85,77,0,.525,2nd of 5,
PHI,PHI,2005,Philadelphia Phillies,NL,East,162,88,74,0,.543,2nd of 5,
PHI,PHI,2004,Philadelphia Phillies,NL,East,162,86,76,0,.531,2nd of 5,
PHI,PHI,2003,Philadelphia Phillies,NL,East,162,86,76,0,.531,3rd of 5,
PHI,PHI,2002,Philadelphia Phillies,NL,East,161,80,81,0,.497,3rd of 5,
PHI,PHI,2001,Philadelphia Phillies,NL,East,162,86,76,0,.531,2nd of 5,
PHI,PHI,2000,Philadelphia Phillies,NL,East,162,65,97,0,.401,5th of 5,
PHI,PHI,1999,Philadelphia Phillies,NL,East,162,77,85,0,.475,3rd of 5,
PHI,PHI,1998,Philadelphia Phillies,NL,East,162,75,87,0,.463,3rd of 5,
PHI,PHI,1997,Philadelphia Phillies,NL,East,162,68,94,0,.420,5th of 5,
PHI,PHI,1996,Philadelphia Phillies,NL,East,162,67,95,0,.414,5th of 5,
PHI,PHI,1995,Philadelphia Phillies,NL,East,144,69,75,0,.479,2nd of 5,
PHI,PHI,1994,Philadelphia Phillies,NL,East,115,54,61,0,.470,4th of 5,
PHI,PHI,1993,Philadelphia Phillies,NL,East,162,97,65,0,.599,1st of 7,Lost WS (4-2)
PHI,PHI,1992,Philadelphia Phillies,NL,East,162,70,92,0,.432,6th of 6,
PHI,PHI,1991,Philadelphia Phillies,NL,East,162,78,84,0,.481,3rd of 6,
PHI,PHI,1990,Philadelphia Phillies,NL,East,162,77,85,0,.475,4th of 6,
PHI,PHI,1989,Philadelphia Phillies,NL,East,163,67,95,1,.414,6th of 6,
PHI,PHI,1988,Philadelphia Phillies,NL,East,162,65,96,1,.404,6th of 6,
PHI,PHI,1987,Philadelphia Phillies,NL,East,162,80,82,0,.494,4th of 6,
PHI,PHI,1986,Philadelphia Phillies,NL,East,161,86,75,0,.534,2nd of 6,
PHI,PHI,1985,Philadelphia Phillies,NL,East,162,75,87,0,.463,5th of 6,
PHI,PHI,1984,Philadelphia Phillies,NL,East,162,81,81,0,.500,4th of 6,
PHI,PHI,1983,Philadelphia Phillies,NL,East,163,90,72,1,.556,1st of 6,Lost WS (4-1)
PHI,PHI,1982,Philadelphia Phillies,NL,East,162,89,73,0,.549,2nd of 6,
PHI,PHI,1981,Philadelphia Phillies,NL,East,107,59,48,0,.551,3rd of 6,Lost NLDS (3-2)
PHI,PHI,1980,Philadelphia Phillies,NL,East,162,91,71,0,.562,1st of 6,Won WS (4-2)
PHI,PHI,1979,Philadelphia Phillies,NL,East,163,84,78,1,.519,4th of 6,
PHI,PHI,1978,Philadelphia Phillies,NL,East,162,90,72,0,.556,1st of 6,Lost NLCS (3-1)
PHI,PHI,1977,Philadelphia Phillies,NL,East,162,101,61,0,.623,1st of 6,Lost NLCS (3-1)
PHI,PHI,1976,Philadelphia Phillies,NL,East,162,101,61,0,.623,1st of 6,Lost NLCS (3-0)
PHI,PHI,1975,Philadelphia Phillies,NL,East,162,86,76,0,.531,2nd of 6,
PHI,PHI,1974,Philadelphia Phillies,NL,East,162,80,82,0,.494,3rd of 6,
PHI,PHI,1973,Philadelphia Phillies,NL,East,162,71,91,0,.438,6th of 6,
PHI,PHI,1972,Philadelphia Phillies,NL,East,156,59,97,0,.378,6th of 6,
PHI,PHI,1971,Philadelphia Phillies,NL,East,162,67,95,0,.414,6th of 6,
PHI,PHI,1970,Philadelphia Phillies,NL,East,161,73,88,0,.453,5th of 6,
PHI,PHI,1969,Philadelphia Phillies,NL,East,162,63,99,0,.389,5th of 6,
PHI,PHI,1968,Philadelphia Phillies,NL,,162,76,86,0,.469,7th of 10,
PHI,PHI,1967,Philadelphia Phillies,NL,,162,82,80,0,.506,5th of 10,
PHI,PHI,1966,Philadelphia Phillies,NL,,162,87,75,0,.537,4th of 10,
PHI,PHI,1965,Philadelphia Phillies,NL,,162,85,76,1,.528,6th of 10,
PHI,PHI,1964,Philadelphia Phillies,NL,,162,92,70,0,.568,2nd of 10,
PHI,PHI,1963,Philadelphia Phillies,NL,,162,87,75,0,.537,4th of 10,
PHI,PHI,1962,Philadelphia Phillies,NL,,161,81,80,0,.503,7th of 10,
PHI,PHI,1961,Philadelphia Phillies,NL,,155,47,107,1,.305,8th of 8,
PHI,PHI,1960,Philadelphia Phillies,NL,,154,59,95,0,.383,8th of 8,
PHI,PHI,1959,Philadelphia Phillies,NL,,155,64,90,1,.416,8th of 8,
PHI,PHI,1958,Philadelphia Phillies,NL,,154,69,85,0,.448,8th of 8,
PHI,PHI,1957,Philadelphia Phillies,NL,,156,77,77,2,.500,5th of 8,
PHI,PHI,1956,Philadelphia Phillies,NL,,154,71,83,0,.461,5th of 8,
PHI,PHI,1955,Philadelphia Phillies,NL,,154,77,77,0,.500,4th of 8,
PHI,PHI,1954,Philadelphia Phillies,NL,,154,75,79,0,.487,4th of 8,
PHI,PHI,1953,Philadelphia Phillies,NL,,156,83,71,2,.539,3rd of 8,
PHI,PHI,1952,Philadelphia Phillies,NL,,154,87,67,0,.565,4th of 8,
PHI,PHI,1951,Philadelphia Phillies,NL,,154,73,81,0,.474,5th of 8,
PHI,PHI,1950,Philadelphia Phillies,NL,,157,91,63,3,.591,1st of 8,Lost WS (4-0)
PHI,PHI,1949,Philadelphia Phillies,NL,,154,81,73,0,.526,3rd of 8,
PHI,PHI,1948,Philadelphia Phillies,NL,,155,66,88,1,.429,6th of 8,
PHI,PHI,1947,Philadelphia Phillies,NL,,155,62,92,1,.403,7th of 8,
PHI,PHI,1946,Philadelphia Phillies,NL,,155,69,85,1,.448,5th of 8,
PHI,PHI,1945,Philadelphia Phillies,NL,,154,46,108,0,.299,8th of 8,
PHI,PHI,1944,Philadelphia Phillies,NL,,154,61,92,1,.399,8th of 8,
PHI,PHI,1943,Philadelphia Phillies,NL,,157,64,90,3,.416,7th of 8,
PHI,PHI,1942,Philadelphia Phils,NL,,151,42,109,0,.278,8th of 8,
PHI,PHI,1941,Philadelphia Phillies,NL,,155,43,111,1,.279,8th of 8,
PHI,PHI,1940,Philadelphia Phillies,NL,,153,50,103,0,.327,8th of 8,
PHI,PHI,1939,Philadelphia Phillies,NL,,152,45,106,1,.298,8th of 8,
PHI,PHI,1938,Philadelphia Phillies,NL,,151,45,105,1,.300,8th of 8,
PHI,PHI,1937,Philadelphia Phillies,NL,,155,61,92,2,.399,7th of 8,
PHI,PHI,1936,Philadelphia Phillies,NL,,154,54,100,0,.351,8th of 8,
PHI,PHI,1935,Philadelphia Phillies,NL,,156,64,89,3,.418,7th of 8,
PHI,PHI,1934,Philadelphia Phillies,NL,,149,56,93,0,.376,7th of 8,
PHI,PHI,1933,Philadelphia Phillies,NL,,152,60,92,0,.395,7th of 8,
PHI,PHI,1932,Philadelphia Phillies,NL,,154,78,76,0,.506,4th of 8,
PHI,PHI,1931,Philadelphia Phillies,NL,,155,66,88,1,.429,6th of 8,
PHI,PHI,1930,Philadelphia Phillies,NL,,156,52,102,2,.338,8th of 8,
PHI,PHI,1929,Philadelphia Phillies,NL,,154,71,82,1,.464,5th of 8,
PHI,PHI,1928,Philadelphia Phillies,NL,,152,43,109,0,.283,8th of 8,
PHI,PHI,1927,Philadelphia Phillies,NL,,155,51,103,1,.331,8th of 8,
PHI,PHI,1926,Philadelphia Phillies,NL,,152,58,93,1,.384,8th of 8,
PHI,PHI,1925,Philadelphia Phillies,NL,,153,68,85,0,.444,6th of 8,
PHI,PHI,1924,Philadelphia Phillies,NL,,152,55,96,1,.364,7th of 8,
PHI,PHI,1923,Philadelphia Phillies,NL,,155,50,104,1,.325,8th of 8,
PHI,PHI,1922,Philadelphia Phillies,NL,,154,57,96,1,.373,7th of 8,
PHI,PHI,1921,Philadelphia Phillies,NL,,154,51,103,0,.331,8th of 8,
PHI,PHI,1920,Philadelphia Phillies,NL,,153,62,91,0,.405,8th of 8,
PHI,PHI,1919,Philadelphia Phillies,NL,,138,47,90,1,.343,8th of 8,
PHI,PHI,1918,Philadelphia Phillies,NL,,125,55,68,2,.447,6th of 8,
PHI,PHI,1917,Philadelphia Phillies,NL,,154,87,65,2,.572,2nd of 8,
PHI,PHI,1916,Philadelphia Phillies,NL,,154,91,62,1,.595,2nd of 8,
PHI,PHI,1915,Philadelphia Phillies,NL,,153,90,62,1,.592,1st of 8,Lost WS (4-1)
PHI,PHI,1914,Philadelphia Phillies,NL,,154,74,80,0,.481,6th of 8,
PHI,PHI,1913,Philadelphia Phillies,NL,,159,88,63,8,.583,2nd of 8,
PHI,PHI,1912,Philadelphia Phillies,NL,,152,73,79,0,.480,5th of 8,
PHI,PHI,1911,Philadelphia Phillies,NL,,153,79,73,1,.520,4th of 8,
PHI,PHI,1910,Philadelphia Phillies,NL,,157,78,75,4,.510,4th of 8,
PHI,PHI,1909,Philadelphia Phillies,NL,,154,74,79,1,.484,5th of 8,
PHI,PHI,1908,Philadelphia Phillies,NL,,155,83,71,1,.539,4th of 8,
PHI,PHI,1907,Philadelphia Phillies,NL,,149,83,64,2,.565,3rd of 8,
PHI,PHI,1906,Philadelphia Phillies,NL,,154,71,82,1,.464,4th of 8,
PHI,PHI,1905,Philadelphia Phillies,NL,,155,83,69,3,.546,4th of 8,
PHI,PHI,1904,Philadelphia Phillies,NL,,155,52,100,3,.342,8th of 8,
PHI,PHI,1903,Philadelphia Phillies,NL,,139,49,86,4,.363,7th of 8,
PHI,PHI,1902,Philadelphia Phillies,NL,,138,56,81,1,.409,7th of 8,
PHI,PHI,1901,Philadelphia Phillies,NL,,140,83,57,0,.593,2nd of 8,
PHI,PHI,1900,Philadelphia Phillies,NL,,141,75,63,3,.543,3rd of 8,
PHI,PHI,1899,Philadelphia Phillies,NL,,154,94,58,2,.618,3rd of 12,
PHI,PHI,1898,Philadelphia Phillies,NL,,150,78,71,1,.523,6th of 12,
PHI,PHI,1897,Philadelphia Phillies,NL,,134,55,77,2,.417,10th of 12,
PHI,PHI,1896,Philadelphia Phillies,NL,,130,62,68,0,.477,8th of 12,
PHI,PHI,1895,Philadelphia Phillies,NL,,133,78,53,2,.595,3rd of 12,
PHI,PHI,1894,Philadelphia Phillies,NL,,132,71,57,4,.555,4th of 12,
PHI,PHI,1893,Philadelphia Phillies,NL,,133,72,57,4,.558,4th of 12,
PHI,PHI,1892,Philadelphia Phillies,NL,,155,87,66,2,.569,4th of 12,
PHI,PHI,1891,Philadelphia Phillies,NL,,138,68,69,1,.496,4th of 8,
PHI,PHI,1890,Philadelphia Phillies,NL,,133,78,53,2,.595,3rd of 8,
PHI,PHI,1889,Philadelphia Phillies,NL,,130,63,64,3,.496,4th of 8,
PHI,PHI,1888,Philadelphia Phillies,NL,,132,69,61,2,.531,3rd of 8,
PHI,PHI,1887,Philadelphia Phillies,NL,,128,75,48,5,.610,2nd of 8,
PHI,PHI,1886,Philadelphia Phillies,NL,,119,71,43,5,.623,4th of 8,
PHI,PHI,1885,Philadelphia,NL,,111,56,54,1,.509,3rd of 8,
PHI,PHI,1884,Philadelphia,NL,,113,39,73,1,.348,6th of 8,
PHI,PHI,1883,Philadelphia,NL,,99,17,81,1,.173,8th of 8,
WSN,WSN,2026,Washington Nationals,NL,East,112,55,57,0,.491,4th of 5,
WSN,WSN,2025,Washington Nationals,NL,East,162,66,96,0,.407,5th of 5,
WSN,WSN,2024,Washington Nationals,NL,East,162,71,91,0,.438,4th of 5,
WSN,WSN,2023,Washington Nationals,NL,East,162,71,91,0,.438,5th of 5,
WSN,WSN,2022,Washington Nationals,NL,East,162,55,107,0,.340,5th of 5,
WSN,WSN,2021,Washington Nationals,NL,East,162,65,97,0,.401,5th of 5,
WSN,WSN,2020,Washington Nationals,NL,East,60,26,34,0,.433,5th of 5,
WSN,WSN,2019,Washington Nationals,NL,East,162,93,69,0,.574,2nd of 5,Won WS (4-3)
WSN,WSN,2018,Washington Nationals,NL,East,162,82,80,0,.506,2nd of 5,
WSN,WSN,2017,Washington Nationals,NL,East,162,97,65,0,.599,1st of 5,Lost NLDS (3-2)
WSN,WSN,2016,Washington Nationals,NL,East,162,95,67,0,.586,1st of 5,Lost NLDS (3-2)
WSN,WSN,2015,Washington Nationals,NL,East,162,83,79,0,.512,2nd of 5,
WSN,WSN,2014,Washington Nationals,NL,East,162,96,66,0,.593,1st of 5,Lost NLDS (3-1)
WSN,WSN,2013,Washington Nationals,NL,East,162,86,76,0,.531,2nd of 5,
WSN,WSN,2012,Washington Nationals,NL,East,162,98,64,0,.605,1st of 5,Lost NLDS (3-2)
WSN,WSN,2011,Washington Nationals,NL,East,161,80,81,0,.497,3rd of 5,
