franchise_id,team_id,year_id,team_name,league,division,number_of_games,wins,losses,ties,winning_percentage,finish,playoff_result
CHC,CHC,1989,Chicago Cubs,NL,East,162,93,69,0,.574,1st of 6,Lost NLCS (4-1)
CHC,CHC,1988,Chicago Cubs,NL,East,163,77,85,1,.475,4th of 6,
CHC,CHC,1987,Chicago Cubs,NL,East,161,76,85,0,.472,6th of 6,
CHC,CHC,1986,Chicago Cubs,NL,East,160,70,90,0,.438,5th of 6,
CHC,CHC,1985,Chicago Cubs,NL,East,162,77,84,1,.478,4th of 6,
CHC,CHC,1984,Chicago Cubs,NL,East,161,96,65,0,.596,1st of 6,Lost NLCS (3-2)
CHC,CHC,1983,Chicago Cubs,NL,East,162,71,91,0,.438,5th of 6,
CHC,CHC,1982,Chicago Cubs,NL,East,162,73,89,0,.451,5th of 6,
CHC,CHC,1981,Chicago Cubs,NL,East,106,38,65,3,.369,6th of 6,
CHC,CHC,1980,Chicago Cubs,NL,East,162,64,98,0,.395,6th of 6,
CHC,CHC,1979,Chicago Cubs,NL,East,162,80,82,0,.494,5th of 6,
CHC,CHC,1978,Chicago Cubs,NL,East,162,79,83,0,.488,3rd of 6,
CHC,CHC,1977,Chicago Cubs,NL,East,162,81,81,0,.500,4th of 6,
CHC,CHC,1976,Chicago Cubs,NL,East,162,75,87,0,.463,4th of 6,
CHC,CHC,1975,Chicago Cubs,NL,East,162,75,87,0,.463,5th of 6,
CHC,CHC,1974,Chicago Cubs,NL,East,162,66,96,0,.407,6th of 6,
CHC,CHC,1973,Chicago Cubs,NL,East,161,77,84,0,.478,5th of 6,
CHC,CHC,1972,Chicago Cubs,NL,East,156,85,70,1,.548,2nd of 6,
CHC,CHC,1971,Chicago Cubs,NL,East,162,83,79,0,.512,3rd of 6,
CHC,CHC,1970,Chicago Cubs,NL,East,162,84,78,0,.519,2nd of 6,
CHC,CHC,1969,Chicago Cubs,NL,East,163,92,70,1,.568,2nd of 6,
CHC,CHC,1968,Chicago Cubs,NL,,163,84,78,1,.519,3rd of 10,
CHC,CHC,1967,Chicago Cubs,NL,,162,87,74,1,.540,3rd of 10,
CHC,CHC,1966,Chicago Cubs,NL,,162,59,103,0,.364,10th of 10,
CHC,CHC,1965,Chicago Cubs,NL,,164,72,90,2,.444,8th of 10,
CHC,CHC,1964,Chicago Cubs,NL,,162,76,86,0,.469,8th of 10,
CHC,CHC,1963,Chicago Cubs,NL,,162,82,80,0,.506,7th of 10,
CHC,CHC,1962,Chicago Cubs,NL,,162,59,103,0,.364,9th of 10,
CHC,CHC,1961,Chicago Cubs,NL,,156,64,90,2,.416,7th of 8,
CHC,CHC,1960,Chicago Cubs,NL,,156,60,94,2,.390,7th of 8,
CHC,CHC,1959,Chicago Cubs,NL,,155,74,80,1,.481,5th of 8,
CHC,CHC,1958,Chicago Cubs,NL,,154,72,82,0,.468,5th of 8,
CHC,CHC,1957,Chicago Cubs,NL,,156,62,92,2,.403,7th of 8,
CHC,CHC,1956,Chicago Cubs,NL,,157,60,94,3,.390,8th of 8,
CHC,CHC,1955,Chicago Cubs,NL,,154,72,81,1,.471,6th of 8,
CHC,CHC,1954,Chicago Cubs,NL,,154,64,90,0,.416,7th of 8,
CHC,CHC,1953,Chicago Cubs,NL,,155,65,89,1,.422,7th of 8,
CHC,CHC,1952,Chicago Cubs,NL,,155,77,77,1,.500,5th of 8,
CHC,CHC,1951,Chicago Cubs,NL,,155,62,92,1,.403,8th of 8,
CHC,CHC,1950,Chicago Cubs,NL,,154,64,89,1,.418,7th of 8,
CHC,CHC,1949,Chicago Cubs,NL,,154,61,93,0,.396,8th of 8,
CHC,CHC,1948,Chicago Cubs,NL,,155,64,90,1,.416,8th of 8,
CHC,CHC,1947,Chicago Cubs,NL,,155,69,85,1,.448,6th of 8,
CHC,CHC,1946,Chicago Cubs,NL,,155,82,71,2,.536,3rd of 8,
CHC,CHC,1945,Chicago Cubs,NL,,155,98,56,1,.636,1st of 8,Lost WS (4-3)
CHC,CHC,1944,Chicago Cubs,NL,,157,75,79,3,.487,4th of 8,
CHC,CHC,1943,Chicago Cubs,NL,,154,74,79,1,.484,5th of 8,
CHC,CHC,1942,Chicago Cubs,NL,,155,68,86,1,.442,6th of 8,
CHC,CHC,1941,Chicago Cubs,NL,,155,70,84,1,.455,6th of 8,
CHC,CHC,1940,Chicago Cubs,NL,,154,75,79,0,.487,5th of 8,
CHC,CHC,1939,Chicago Cubs,NL,,156,84,70,2,.545,4th of 8,
CHC,CHC,1938,Chicago Cubs,NL,,154,89,63,2,.586,1st of 8,Lost WS (4-0)
CHC,CHC,1937,Chicago Cubs,NL,,154,93,61,0,.604,2nd of 8,
CHC,CHC,1936,Chicago Cubs,NL,,154,87,67,0,.565,2nd of 8,
CHC,CHC,1935,Chicago Cubs,NL,,154,100,54,0,.649,1st of 8,Lost WS (4-2)
CHC,CHC,1934,Chicago Cubs,NL,,152,86,65,1,.570,3rd of 8,
CHC,CHC,1933,Chicago Cubs,NL,,154,86,68,0,.558,3rd of 8,
CHC,CHC,1932,Chicago Cubs,NL,,154,90,64,0,.584,1st of 8,Lost WS (4-0)
CHC,CHC,1931,Chicago Cubs,NL,,156,84,70,2,.545,3rd of 8,
CHC,CHC,1930,Chicago Cubs,NL,,156,90,64,2,.584,2nd of 8,
CHC,CHC,1929,Chicago Cubs,NL,,156,98,54,4,.645,1st of 8,Lost WS (4-1)
CHC,CHC,1928,Chicago Cubs,NL,,154,91,63,0,.591,3rd of 8,
CHC,CHC,1927,Chicago Cubs,NL,,153,85,68,0,.556,4th of 8,
CHC,CHC,1926,Chicago Cubs,NL,,155,82,72,1,.532,4th of 8,
CHC,CHC,1925,Chicago Cubs,NL,,154,68,86,0,.442,8th of 8,
CHC,CHC,1924,Chicago Cubs,NL,,154,81,72,1,.529,5th of 8,
CHC,CHC,1923,Chicago Cubs,NL,,154,83,71,0,.539,4th of 8,
CHC,CHC,1922,Chicago Cubs,NL,,156,80,74,2,.519,5th of 8,
CHC,CHC,1921,Chicago Cubs,NL,,153,64,89,0,.418,7th of 8,
CHC,CHC,1920,Chicago Cubs,NL,,154,75,79,0,.487,5th of 8,
CHC,CHC,1919,Chicago Cubs,NL,,140,75,65,0,.536,3rd of 8,
CHC,CHC,1918,Chicago Cubs,NL,,131,84,45,2,.651,1st of 8,Lost WS (4-2)
CHC,CHC,1917,Chicago Cubs,NL,,157,74,80,3,.481,5th of 8,
CHC,CHC,1916,Chicago Cubs,NL,,156,67,86,3,.438,5th of 8,
CHC,CHC,1915,Chicago Cubs,NL,,156,73,80,3,.477,4th of 8,
CHC,CHC,1914,Chicago Cubs,NL,,156,78,76,2,.506,4th of 8,
CHC,CHC,1913,Chicago Cubs,NL,,155,88,65,2,.575,3rd of 8,
CHC,CHC,1912,Chicago Cubs,NL,,152,91,59,2,.607,3rd of 8,
CHC,CHC,1911,Chicago Cubs,NL,,157,92,62,3,.597,2nd of 8,
CHC,CHC,1910,Chicago Cubs,NL,,154,104,50,0,.675,1st of 8,Lost WS (4-1)
CHC,CHC,1909,Chicago Cubs,NL,,155,104,49,2,.680,2nd of 8,
CHC,CHC,1908,Chicago Cubs,NL,,158,99,55,4,.643,1st of 8,Won WS (4-1)
CHC,CHC,1907,Chicago Cubs,NL,,155,107,45,3,.704,1st of 8,Won WS (4-0-1)
CHC,CHC,1906,Chicago Cubs,NL,,155,116,36,3,.763,1st of 8,Lost WS (4-2)
CHC,CHC,1905,Chicago Cubs,NL,,155,92,61,2,.601,3rd of 8,
CHC,CHC,1904,Chicago Cubs,NL,,156,93,60,3,.608,2nd of 8,
CHC,CHC,1903,Chicago,NL,,139,82,56,1,.594,3rd of 8,
CHC,CHC,1902,Chicago,NL,,143,68,69,6,.496,5th of 8,
CHC,CHC,1901,Chicago Orphans,NL,,140,53,86,1,.381,6th of 8,
CHC,CHC,1900,Chicago Orphans,NL,,146,65,75,6,.464,6th of 8,
CHC,CHC,1899,Chicago Orphans,NL,,152,75,73,4,.507,8th of 12,
CHC,CHC,1898,Chicago Orphans,NL,,152,85,65,2,.567,4th of 12,
CHC,CHC,1897,Chicago Colts,NL,,138,59,73,6,.447,9th of 12,
CHC,CHC,1896,Chicago Colts,NL,,132,71,57,4,.555,5th of 12,
CHC,CHC,1895,Chicago Colts,NL,,133,72,58,3,.554,4th of 12,
CHC,CHC,1894,Chicago Colts,NL,,137,57,75,5,.432,8th of 12,
CHC,CHC,1893,Chicago Colts,NL,,128,56,71,1,.441,9th of 12,
CHC,CHC,1892,Chicago Colts,NL,,147,70,76,1,.479,7th of 12,
CHC,CHC,1891,Chicago Colts,NL,,137,82,53,2,.607,2nd of 8,
CHC,CHC,1890,Chicago Colts,NL,,139,83,53,3,.610,2nd of 8,
CHC,CHC,1889,Chicago,NL,,136,67,65,4,.508,3rd of 8,
CHC,CHC,1888,Chicago,NL,,136,77,58,1,.570,2nd of 8,
CHC,CHC,1887,Chicago White Stockings,NL,,127,71,50,6,.587,3rd of 8,
CHC,CHC,1886,Chicago White Stockings,NL,,126,90,34,2,.726,1st of 8,Lost WS (4-2)
CHC,CHC,1885,Chicago White Stockings,NL,,113,87,25,1,.777,1st of 8,Tied in WS (3-3-1)
CHC,CHC,1884,Chicago White Stockings,NL,,113,62,50,1,.554,5th of 8,
CHC,CHC,1883,Chicago White Stockings,NL,,98,59,39,0,.602,2nd of 8,
CHC,CHC,1882,Chicago White Stockings,NL,,84,55,29,0,.655,1st of 8,
CHC,CHC,1881,Chicago White Stockings,NL,,84,56,28,0,.667,1st of 8,
CHC,CHC,1880,Chicago White Stockings,NL,,86,67,17,2,.798,1st of 8,
CHC,CHC,1879,Chicago White Stockings,NL,,83,46,33,4,.582,4th of 8,
CHC,CHC,1878,Chicago White Stockings,NL,,61,30,30,1,.500,4th of 6,
CHC,CHC,1877,Chicago White Stockings,NL,,60,26,33,1,.441,5th of 6,
CHC,CHC,1876,Chicago White Stockings,NL,,66,52,14,0,.788,1st of 8,
CHW,CHW,2026,Chicago White Sox,AL,Central,110,58,52,0,.527,1st of 5,
CHW,CHW,2025,Chicago White Sox,AL,Central,162,60,102,0,.370,5th of 5,
CHW,CHW,2024,Chicago White Sox,AL,Central,162,41,121,0,.253,5th of 5,
CHW,CHW,2023,Chicago White Sox,AL,Central,162,61,101,0,.377,4th of 5,
CHW,CHW,2022,Chicago White Sox,AL,Central,162,81,81,0,.500,2nd of 5,
CHW,CHW,2021,Chicago White Sox,AL,Central,162,93,69,0,.574,1st of 5,Lost ALDS (3-1)
CHW,CHW,2020,Chicago White Sox,AL,Central,60,35,25,0,.583,3rd of 5,Lost ALWC (2-1)
CHW,CHW,2019,Chicago White Sox,AL,Central,161,72,89,0,.447,3rd of 5,
CHW,CHW,2018,Chicago White Sox,AL,Central,162,62,100,0,.383,4th of 5,
CHW,CHW,2017,Chicago White Sox,AL,Central,162,67,95,0,.414,4th of 5,
CHW,CHW,2016,Chicago White Sox,AL,Central,162,78,84,0,.481,4th of 5,
CHW,CHW,2015,Chicago White Sox,AL,Central,162,76,86,0,.469,4th of 5,
CHW,CHW,2014,Chicago White Sox,AL,Central,162,73,89,0,.451,4th of 5,
CHW,CHW,2013,Chicago White Sox,AL,Central,162,63,99,0,.389,5th of 5,
CHW,CHW,2012,Chicago White Sox,AL,Central,162,85,77,0,.525,2nd of 5,
CHW,CHW,2011,Chicago White Sox,AL,Central,162,79,83,0,.488,3rd of 5,
CHW,CHW,2010,Chicago White Sox,AL,Central,162,88,74,0,.543,2nd of 5,
CHW,CHW,2009,Chicago White Sox,AL,Central,162,79,83,0,.488,3rd of 5,
CHW,CHW,2008,Chicago White Sox,AL,Central,163,89,74,0,.546,1st of 5,Lost ALDS (3-1)
CHW,CHW,2007,Chicago White Sox,AL,Central,162,72,90,0,.444,4th of 5,
CHW,CHW,2006,Chicago White Sox,AL,Central,162,90,72,0,.556,3rd of 5,
CHW,CHW,2005,Chicago White Sox,AL,Central,162,99,63,0,.611,1st of 5,Won WS (4-0)
CHW,CHW,2004,Chicago White Sox,AL,Central,162,83,79,0,.512,2nd of 5,
CHW,CHW,2003,Chicago White Sox,AL,Central,162,86,76,0,.531,2nd of 5,
CHW,CHW,2002,Chicago White Sox,AL,Central,162,81,81,0,.500,2nd of 5,
CHW,CHW,2001,Chicago White Sox,AL,Central,162,83,79,0,.512,3rd of 5,
CHW,CHW,2000,Chicago White Sox,AL,Central,162,95,67,0,.586,1st of 5,Lost ALDS (3-0)
CHW,CHW,1999,Chicago White Sox,AL,Central,162,75,86,1,.466,2nd of 5,
CHW,CHW,1998,Chicago White Sox,AL,Central,163,80,82,1,.494,2nd of 5,
CHW,CHW,1997,Chicago White Sox,AL,Central,161,80,81,0,.497,2nd of 5,
CHW,CHW,1996,Chicago White Sox,AL,Central,162,85,77,0,.525,2nd of 5,
CHW,CHW,1995,Chicago White Sox,AL,Central,145,68,76,1,.472,3rd of 5,
CHW,CHW,1994,Chicago White Sox,AL,Central,113,67,46,0,.593,1st of 5,
CHW,CHW,1993,Chicago White Sox,AL,West,162,94,68,0,.580,1st of 7,Lost ALCS (4-2)
CHW,CHW,1992,Chicago White Sox,AL,West,162,86,76,0,.531,3rd of 7,
CHW,CHW,1991,Chicago White Sox,AL,West,162,87,75,0,.537,2nd of 7,
CHW,CHW,1990,Chicago White Sox,AL,West,162,94,68,0,.580,2nd of 7,
CHW,CHW,1989,Chicago White Sox,AL,West,161,69,92,0,.429,7th of 7,
CHW,CHW,1988,Chicago White Sox,AL,West,161,71,90,0,.441,5th of 7,
CHW,CHW,1987,Chicago White Sox,AL,West,162,77,85,0,.475,5th of 7,
CHW,CHW,1986,Chicago White Sox,AL,West,162,72,90,0,.444,5th of 7,
CHW,CHW,1985,Chicago White Sox,AL,West,163,85,77,1,.525,3rd of 7,
CHW,CHW,1984,Chicago White Sox,AL,West,162,74,88,0,.457,5th of 7,
CHW,CHW,1983,Chicago White Sox,AL,West,162,99,63,0,.611,1st of 7,Lost ALCS (3-1)
CHW,CHW,1982,Chicago White Sox,AL,West,162,87,75,0,.537,3rd of 7,
CHW,CHW,1981,Chicago White Sox,AL,West,106,54,52,0,.509,3rd of 7,
CHW,CHW,1980,Chicago White Sox,AL,West,162,70,90,2,.438,5th of 7,
CHW,CHW,1979,Chicago White Sox,AL,West,160,73,87,0,.456,5th of 7,
CHW,CHW,1978,Chicago White Sox,AL,West,161,71,90,0,.441,5th of 7,
CHW,CHW,1977,Chicago White Sox,AL,West,162,90,72,0,.556,3rd of 7,
CHW,CHW,1976,Chicago White Sox,AL,West,161,64,97,0,.398,6th of 6,
CHW,CHW,1975,Chicago White Sox,AL,West,161,75,86,0,.466,5th of 6,
CHW,CHW,1974,Chicago White Sox,AL,West,163,80,80,3,.500,4th of 6,
CHW,CHW,1973,Chicago White Sox,AL,West,162,77,85,0,.475,5th of 6,
CHW,CHW,1972,Chicago White Sox,AL,West,154,87,67,0,.565,2nd of 6,
CHW,CHW,1971,Chicago White Sox,AL,West,162,79,83,0,.488,3rd of 6,
CHW,CHW,1970,Chicago White Sox,AL,West,162,56,106,0,.346,6th of 6,
CHW,CHW,1969,Chicago White Sox,AL,West,162,68,94,0,.420,5th of 6,
CHW,CHW,1968,Chicago White Sox,AL,,162,67,95,0,.414,8th of 10,
CHW,CHW,1967,Chicago White Sox,AL,,162,89,73,0,.549,4th of 10,
CHW,CHW,1966,Chicago White Sox,AL,,163,83,79,1,.512,4th of 10,
CHW,CHW,1965,Chicago White Sox,AL,,162,95,67,0,.586,2nd of 10,
CHW,CHW,1964,Chicago White Sox,AL,,162,98,64,0,.605,2nd of 10,
CHW,CHW,1963,Chicago White Sox,AL,,162,94,68,0,.580,2nd of 10,
CHW,CHW,1962,Chicago White Sox,AL,,162,85,77,0,.525,5th of 10,
CHW,CHW,1961,Chicago White Sox,AL,,163,86,76,1,.531,4th of 10,
CHW,CHW,1960,Chicago White Sox,AL,,154,87,67,0,.565,3rd of 8,
CHW,CHW,1959,Chicago White Sox,AL,,156,94,60,2,.610,1st of 8,Lost WS (4-2)
CHW,CHW,1958,Chicago White Sox,AL,,155,82,72,1,.532,2nd of 8,
CHW,CHW,1957,Chicago White Sox,AL,,155,90,64,1,.584,2nd of 8,
CHW,CHW,1956,Chicago White Sox,AL,,154,85,69,0,.552,3rd of 8,
CHW,CHW,1955,Chicago White Sox,AL,,155,91,63,1,.591,3rd of 8,
CHW,CHW,1954,Chicago White Sox,AL,,155,94,60,1,.610,3rd of 8,
CHW,CHW,1953,Chicago White Sox,AL,,156,89,65,2,.578,3rd of 8,
CHW,CHW,1952,Chicago White Sox,AL,,156,81,73,2,.526,3rd of 8,
CHW,CHW,1951,Chicago White Sox,AL,,155,81,73,1,.526,4th of 8,
CHW,CHW,1950,Chicago White Sox,AL,,156,60,94,2,.390,6th of 8,
CHW,CHW,1949,Chicago White Sox,AL,,154,63,91,0,.409,6th of 8,
CHW,CHW,1948,Chicago White Sox,AL,,154,51,101,2,.336,8th of 8,
CHW,CHW,1947,Chicago White Sox,AL,,155,70,84,1,.455,6th of 8,
CHW,CHW,1946,Chicago White Sox,AL,,155,74,80,1,.481,5th of 8,
CHW,CHW,1945,Chicago White Sox,AL,,150,71,78,1,.477,6th of 8,
CHW,CHW,1944,Chicago White Sox,AL,,154,71,83,0,.461,7th of 8,
CHW,CHW,1943,Chicago White Sox,AL,,155,82,72,1,.532,4th of 8,
CHW,CHW,1942,Chicago White Sox,AL,,148,66,82,0,.446,6th of 8,
CHW,CHW,1941,Chicago White Sox,AL,,156,77,77,2,.500,3rd of 8,
CHW,CHW,1940,Chicago White Sox,AL,,155,82,72,1,.532,4th of 8,
CHW,CHW,1939,Chicago White Sox,AL,,155,85,69,1,.552,4th of 8,
CHW,CHW,1938,Chicago White Sox,AL,,149,65,83,1,.439,6th of 8,
CHW,CHW,1937,Chicago White Sox,AL,,154,86,68,0,.558,3rd of 8,
CHW,CHW,1936,Chicago White Sox,AL,,153,81,70,2,.536,4th of 8,
CHW,CHW,1935,Chicago White Sox,AL,,153,74,78,1,.487,5th of 8,
CHW,CHW,1934,Chicago White Sox,AL,,153,53,99,1,.349,8th of 8,
CHW,CHW,1933,Chicago White Sox,AL,,151,67,83,1,.447,6th of 8,
CHW,CHW,1932,Chicago White Sox,AL,,152,49,102,1,.325,7th of 8,
CHW,CHW,1931,Chicago White Sox,AL,,156,56,97,3,.366,8th of 8,
CHW,CHW,1930,Chicago White Sox,AL,,154,62,92,0,.403,7th of 8,
CHW,CHW,1929,Chicago White Sox,AL,,152,59,93,0,.388,7th of 8,
CHW,CHW,1928,Chicago White Sox,AL,,155,72,82,1,.468,5th of 8,
CHW,CHW,1927,Chicago White Sox,AL,,153,70,83,0,.458,5th of 8,
CHW,CHW,1926,Chicago White Sox,AL,,155,81,72,2,.529,5th of 8,
CHW,CHW,1925,Chicago White Sox,AL,,154,79,75,0,.513,5th of 8,
CHW,CHW,1924,Chicago White Sox,AL,,154,66,87,1,.431,8th of 8,
CHW,CHW,1923,Chicago White Sox,AL,,156,69,85,2,.448,7th of 8,
CHW,CHW,1922,Chicago White Sox,AL,,155,77,77,1,.500,5th of 8,
CHW,CHW,1921,Chicago White Sox,AL,,154,62,92,0,.403,7th of 8,
CHW,CHW,1920,Chicago White Sox,AL,,154,96,58,0,.623,2nd of 8,
CHW,CHW,1919,Chicago White Sox,AL,,140,88,52,0,.629,1st of 8,Lost WS (5-3)
CHW,CHW,1918,Chicago White Sox,AL,,124,57,67,0,.460,6th of 8,
CHW,CHW,1917,Chicago White Sox,AL,,156,100,54,2,.649,1st of 8,Won WS (4-2)
CHW,CHW,1916,Chicago White Sox,AL,,155,89,65,1,.578,2nd of 8,
CHW,CHW,1915,Chicago White Sox,AL,,155,93,61,1,.604,3rd of 8,
CHW,CHW,1914,Chicago White Sox,AL,,157,70,84,3,.455,6th of 8,
CHW,CHW,1913,Chicago White Sox,AL,,153,78,74,1,.513,5th of 8,
CHW,CHW,1912,Chicago White Sox,AL,,158,78,76,4,.506,4th of 8,
CHW,CHW,1911,Chicago White Sox,AL,,154,77,74,3,.510,4th of 8,
CHW,CHW,1910,Chicago White Sox,AL,,156,68,85,3,.444,6th of 8,
CHW,CHW,1909,Chicago White Sox,AL,,159,78,74,7,.513,4th of 8,
CHW,CHW,1908,Chicago White Sox,AL,,156,88,64,4,.579,3rd of 8,
CHW,CHW,1907,Chicago White Sox,AL,,157,87,64,6,.576,3rd of 8,
CHW,CHW,1906,Chicago White Sox,AL,,154,93,58,3,.616,1st of 8,Won WS (4-2)
CHW,CHW,1905,Chicago White Sox,AL,,158,92,60,6,.605,2nd of 8,
CHW,CHW,1904,Chicago White Sox,AL,,156,89,65,2,.578,3rd of 8,
CHW,CHW,1903,Chicago White Sox,AL,,138,60,77,1,.438,7th of 8,
CHW,CHW,1902,Chicago White Sox,AL,,138,74,60,4,.552,4th of 8,
CHW,CHW,1901,Chicago White Sox,AL,,137,83,53,1,.610,1st of 8,
CLE,CLE,2026,Cleveland Guardians,AL,Central,112,56,56,0,.500,2nd of 5,
CLE,CLE,2025,Cleveland Guardians,AL,Central,162,88,74,0,.543,1st of 5,Lost ALWC (2-1)
CLE,CLE,2024,Cleveland Guardians,AL,Central,161,92,69,0,.571,1st of 5,Lost ALCS (4-1)
CLE,CLE,2023,Cleveland Guardians,AL,Central,162,76,86,0,.469,3rd of 5,
CLE,CLE,2022,Cleveland Guardians,AL,Central,162,92,70,0,.568,1st of 5,Lost ALDS (3-2)
CLE,CLE,2021,Cleveland Indians,AL,Central,162,80,82,0,.494,2nd of 5,
CLE,CLE,2020,Cleveland Indians,AL,Central,60,35,25,0,.583,2nd of 5,Lost ALWC (2-0)
CLE,CLE,2019,Cleveland Indians,AL,Central,162,93,69,0,.574,2nd of 5,
CLE,CLE,2018,Cleveland Indians,AL,Central,162,91,71,0,.562,1st of 5,Lost ALDS (3-0)
CLE,CLE,2017,Cleveland Indians,AL,Central,162,102,60,0,.630,1st of 5,Lost ALDS (3-2)
CLE,CLE,2016,Cleveland Indians,AL,Central,161,94,67,0,.584,1st of 5,Lost WS (4-3)
CLE,CLE,2015,Cleveland Indians,AL,Central,161,81,80,0,.503,3rd of 5,
CLE,CLE,2014,Cleveland Indians,AL,Central,162,85,77,0,.525,3rd of 5,
CLE,CLE,2013,Cleveland Indians,AL,Central,162,92,70,0,.568,2nd of 5,Lost ALWC (1-0)
CLE,CLE,2012,Cleveland Indians,AL,Central,162,68,94,0,.420,4th of 5,
CLE,CLE,2011,Cleveland Indians,AL,Central,162,80,82,0,.494,2nd of 5,
CLE,CLE,2010,Cleveland Indians,AL,Central,162,69,93,0,.426,4th of 5,
CLE,CLE,2009,Cleveland Indians,AL,Central,162,65,97,0,.401,4th of 5,
CLE,CLE,2008,Cleveland Indians,AL,Central,162,81,81,0,.500,3rd of 5,
CLE,CLE,2007,Cleveland Indians,AL,Central,162,96,66,0,.593,1st of 5,Lost ALCS (4-3)
CLE,CLE,2006,Cleveland Indians,AL,Central,162,78,84,0,.481,4th of 5,
CLE,CLE,2005,Cleveland Indians,AL,Central,162,93,69,0,.574,2nd of 5,
CLE,CLE,2004,Cleveland Indians,AL,Central,162,80,82,0,.494,3rd of 5,
CLE,CLE,2003,Cleveland Indians,AL,Central,162,68,94,0,.420,4th of 5,
CLE,CLE,2002,Cleveland Indians,AL,Central,162,74,88,0,.457,3rd of 5,
CLE,CLE,2001,Cleveland Indians,AL,Central,162,91,71,0,.562,1st of 5,Lost ALDS (3-2)
CLE,CLE,2000,Cleveland Indians,AL,Central,162,90,72,0,.556,2nd of 5,
CLE,CLE,1999,Cleveland Indians,AL,Central,162,97,65,0,.599,1st of 5,Lost ALDS (3-2)
CLE,CLE,1998,Cleveland Indians,AL,Central,162,89,73,0,.549,1st of 5,Lost ALCS (4-2)
CLE,CLE,1997,Cleveland Indians,AL,Central,161,86,75,0,.534,1st of 5,Lost WS (4-3)
CLE,CLE,1996,Cleveland Indians,AL,Central,161,99,62,0,.615,1st of 5,Lost ALDS (3-1)
CLE,CLE,1995,Cleveland Indians,AL,Central,144,100,44,0,.694,1st of 5,Lost WS (4-2)
CLE,CLE,1994,Cleveland Indians,AL,Central,113,66,47,0,.584,2nd of 5,
CLE,CLE,1993,Cleveland Indians,AL,East,162,76,86,0,.469,6th of 7,
CLE,CLE,1992,Cleveland Indians,AL,East,162,76,86,0,.469,4th of 7,
CLE,CLE,1991,Cleveland Indians,AL,East,162,57,105,0,.352,7th of 7,
CLE,CLE,1990,Cleveland Indians,AL,East,162,77,85,0,.475,4th of 7,
CLE,CLE,1989,Cleveland Indians,AL,East,162,73,89,0,.451,6th of 7,
CLE,CLE,1988,Cleveland Indians,AL,East,162,78,84,0,.481,6th of 7,
CLE,CLE,1987,Cleveland Indians,AL,East,162,61,101,0,.377,7th of 7,
CLE,CLE,1986,Cleveland Indians,AL,East,163,84,78,1,.519,5th of 7,
CLE,CLE,1985,Cleveland Indians,AL,East,162,60,102,0,.370,7th of 7,
CLE,CLE,1984,Cleveland Indians,AL,East,163,75,87,1,.463,6th of 7,
CLE,CLE,1983,Cleveland Indians,AL,East,162,70,92,0,.432,7th of 7,
CLE,CLE,1982,Cleveland Indians,AL,East,162,78,84,0,.481,6th of 7,
CLE,CLE,1981,Cleveland Indians,AL,East,103,52,51,0,.505,6th of 7,
CLE,CLE,1980,Cleveland Indians,AL,East,160,79,81,0,.494,6th of 7,
CLE,CLE,1979,Cleveland Indians,AL,East,161,81,80,0,.503,6th of 7,
CLE,CLE,1978,Cleveland Indians,AL,East,159,69,90,0,.434,6th of 7,
CLE,CLE,1977,Cleveland Indians,AL,East,161,71,90,0,.441,5th of 7,
CLE,CLE,1976,Cleveland Indians,AL,East,159,81,78,0,.509,4th of 6,
CLE,CLE,1975,Cleveland Indians,AL,East,159,79,80,0,.497,4th of 6,
CLE,CLE,1974,Cleveland Indians,AL,East,162,77,85,0,.475,4th of 6,
CLE,CLE,1973,Cleveland Indians,AL,East,162,71,91,0,.438,6th of 6,
CLE,CLE,1972,Cleveland Indians,AL,East,156,72,84,0,.462,5th of 6,
CLE,CLE,1971,Cleveland Indians,AL,East,162,60,102,0,.370,6th of 6,
CLE,CLE,1970,Cleveland Indians,AL,East,162,76,86,0,.469,5th of 6,
CLE,CLE,1969,Cleveland Indians,AL,East,161,62,99,0,.385,6th of 6,
CLE,CLE,1968,Cleveland Indians,AL,,162,86,75,1,.534,3rd of 10,
CLE,CLE,1967,Cleveland Indians,AL,,162,75,87,0,.463,8th of 10,
CLE,CLE,1966,Cleveland Indians,AL,,162,81,81,0,.500,5th of 10,
CLE,CLE,1965,Cleveland Indians,AL,,162,87,75,0,.537,5th of 10,
CLE,CLE,1964,Cleveland Indians,AL,,164,79,83,2,.488,6th of 10,
CLE,CLE,1963,Cleveland Indians,AL,,162,79,83,0,.488,5th of 10,
CLE,CLE,1962,Cleveland Indians,AL,,162,80,82,0,.494,6th of 10,
CLE,CLE,1961,Cleveland Indians,AL,,161,78,83,0,.484,5th of 10,
CLE,CLE,1960,Cleveland Indians,AL,,154,76,78,0,.494,4th of 8,
CLE,CLE,1959,Cleveland Indians,AL,,154,89,65,0,.578,2nd of 8,
CLE,CLE,1958,Cleveland Indians,AL,,153,77,76,0,.503,4th of 8,
CLE,CLE,1957,Cleveland Indians,AL,,153,76,77,0,.497,6th of 8,
CLE,CLE,1956,Cleveland Indians,AL,,155,88,66,1,.571,2nd of 8,
CLE,CLE,1955,Cleveland Indians,AL,,154,93,61,0,.604,2nd of 8,
CLE,CLE,1954,Cleveland Indians,AL,,156,111,43,2,.721,1st of 8,Lost WS (4-0)
CLE,CLE,1953,Cleveland Indians,AL,,155,92,62,1,.597,2nd of 8,
